Location,lat,long,year,plot,block,variety,inoculum,dap,dt,inc_germ,inc_germ_new,inc_germ_cum,date,inc_all4,inc_all4_new,inc_all4_cum,sy_inc,syinc_new,syinc_cum,germ_dy/dt,sy_dy/dt,can_cover
Live Oak,30.306,-82.901,2019,213,2,TUF297,Grn control,119,14,0,0,0,9/18/2019,0,0,20,0,0,20,0,0,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,49,5,10,10,10,7/10/2019,15,15,15,10,10,10,2,2,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,63,14,10,5,15,7/24/2019,10,5,20,0,0,10,0.357142857,0,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,79,16,0,0,15,8/9/2019,80,60,80,80,70,80,0,4.375,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,92,13,0,0,15,8/22/2019,60,5,85,60,5,85,0,0.384615385,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,105,13,15,10,25,9/4/2019,20,0,85,20,0,85,0.769230769,0,
Live Oak,30.306,-82.901,2019,214,2,TUF297,Grn3,119,14,0,0,25,9/18/2019,0,0,85,0,0,85,0,0,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,63,14,0,0,0,7/24/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,79,16,0,0,0,8/9/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,92,13,0,0,0,8/22/2019,10,10,10,10,10,10,0,0.769230769,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,105,13,0,0,0,9/4/2019,0,0,10,0,0,10,0,0,
Live Oak,30.306,-82.901,2019,215,2,TUF297,Control,119,14,0,0,0,9/18/2019,0,0,10,0,0,10,0,0,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,63,14,45,45,45,7/24/2019,45,45,45,35,35,35,3.214285714,2.5,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,79,16,0,0,45,8/9/2019,70,40,85,70,45,80,0,2.8125,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,92,13,0,0,45,8/22/2019,25,0,85,25,0,80,0,0,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,105,13,5,0,45,9/4/2019,5,0,85,5,0,80,0,0,
Live Oak,30.306,-82.901,2019,216,2,TUF297,Scl2,119,14,10,0,45,9/18/2019,10,0,85,0,0,80,0,0,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,63,14,20,20,20,7/24/2019,20,20,20,10,10,10,1.428571429,0.714285714,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,79,16,0,0,20,8/9/2019,0,0,20,0,0,10,0,0,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,92,13,0,0,20,8/22/2019,80,65,85,80,75,85,0,5.769230769,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,105,13,15,15,35,9/4/2019,60,10,95,60,10,95,1.153846154,0.769230769,
Live Oak,30.306,-82.901,2019,301,3,TUF297,Scl2,119,14,0,0,35,9/18/2019,60,5,100,60,5,100,0,0.357142857,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,44,44,15,15,15,7/5/2019,20,20,20,20,20,20,0.340909091,0.454545455,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,49,5,5,0,15,7/10/2019,30,25,45,30,25,45,0,5,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,63,14,25,20,35,7/24/2019,65,30,75,65,30,75,1.428571429,2.142857143,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,79,16,0,0,35,8/9/2019,0,0,75,0,0,75,0,0,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,92,13,0,0,35,8/22/2019,40,5,80,40,5,80,0,0.384615385,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,105,13,5,5,40,9/4/2019,35,0,80,35,0,80,0.384615385,0,
Live Oak,30.306,-82.901,2019,302,3,TUF297,Grn3,119,14,0,0,40,9/18/2019,80,20,100,80,20,100,0,1.428571429,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,63,14,10,10,10,7/24/2019,10,10,10,0,0,0,0.714285714,0,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,79,16,0,0,10,8/9/2019,0,0,10,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,92,13,0,0,10,8/22/2019,0,0,10,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,105,13,5,5,15,9/4/2019,10,10,20,10,10,10,0.384615385,0.769230769,
Live Oak,30.306,-82.901,2019,303,3,TUF297,Scl3,119,14,0,0,15,9/18/2019,15,10,30,15,15,25,0,1.071428571,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,49,5,10,10,10,7/10/2019,10,10,10,0,0,0,2,0,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,63,14,60,50,60,7/24/2019,85,75,85,85,85,85,3.571428571,6.071428571,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,79,16,0,0,60,8/9/2019,40,10,95,40,10,95,0,0.625,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,92,13,0,0,60,8/22/2019,40,0,95,40,0,95,0,0,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,105,13,5,5,65,9/4/2019,40,0,95,40,0,95,0.384615385,0,
Live Oak,30.306,-82.901,2019,304,3,TUF297,Grn1,119,14,0,0,65,9/18/2019,60,0,95,60,0,95,0,0,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,63,14,25,25,25,7/24/2019,25,25,25,10,10,10,1.785714286,0.714285714,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,79,16,20,10,35,8/9/2019,25,15,40,25,25,35,0.625,1.5625,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,92,13,0,0,35,8/22/2019,25,0,40,25,5,40,0,0.384615385,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,105,13,10,5,40,9/4/2019,25,15,55,20,15,55,0.384615385,1.153846154,
Live Oak,30.306,-82.901,2019,305,3,TUF297,Grn control,119,14,0,0,40,9/18/2019,5,0,55,5,0,55,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,63,14,0,0,0,7/24/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,79,16,0,0,0,8/9/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,92,13,0,0,0,8/22/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,105,13,0,0,0,9/4/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,306,3,TUF297,Control,119,14,0,0,0,9/18/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,63,14,80,80,80,7/24/2019,80,80,80,80,80,80,5.714285714,5.714285714,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,79,16,5,0,80,8/9/2019,25,0,80,25,0,80,0,0,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,92,13,0,0,80,8/22/2019,5,0,80,5,0,80,0,0,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,105,13,0,0,80,9/4/2019,0,0,80,0,0,80,0,0,
Live Oak,30.306,-82.901,2019,307,3,TUF297,Scl1,119,14,25,5,85,9/18/2019,40,5,85,40,5,85,0.357142857,0.357142857,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,44,44,10,10,10,7/5/2019,10,10,10,10,10,10,0.227272727,0.227272727,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,49,5,0,0,10,7/10/2019,0,0,10,0,0,10,0,0,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,63,14,65,55,65,7/24/2019,65,55,65,55,45,55,3.928571429,3.214285714,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,79,16,5,0,65,8/9/2019,20,10,75,20,10,65,0,0.625,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,92,13,0,0,65,8/22/2019,20,5,80,20,5,70,0,0.384615385,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,105,13,15,10,75,9/4/2019,35,5,85,35,10,80,0.769230769,0.769230769,
Live Oak,30.306,-82.901,2019,308,3,TUF297,Grn2,119,14,25,10,85,9/18/2019,60,10,95,60,15,95,0.714285714,1.071428571,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,63,14,0,0,0,7/24/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,79,16,0,0,0,8/9/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,92,13,0,0,0,8/22/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,105,13,5,5,5,9/4/2019,30,30,30,30,30,30,0.384615385,2.307692308,
Live Oak,30.306,-82.901,2019,309,3,GA06G,Scl2,119,14,0,0,5,9/18/2019,0,0,30,0,0,30,0,0,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,44,44,5,5,5,7/5/2019,25,25,25,25,25,25,0.113636364,0.568181818,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,49,5,0,0,5,7/10/2019,0,0,25,0,0,25,0,0,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,63,14,15,15,20,7/24/2019,50,30,55,50,30,55,1.071428571,2.142857143,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,79,16,0,0,20,8/9/2019,50,0,55,50,0,55,0,0,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,92,13,15,10,30,8/22/2019,45,0,55,45,0,55,0.769230769,0,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,105,13,25,15,45,9/4/2019,65,15,70,65,15,70,1.153846154,1.153846154,
Live Oak,30.306,-82.901,2019,310,3,GA06G,Grn1,119,14,0,0,45,9/18/2019,70,5,75,70,5,75,0,0.357142857,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,63,14,30,30,30,7/24/2019,35,35,35,35,35,35,2.142857143,2.5,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,79,16,40,40,70,8/9/2019,45,40,75,40,35,70,2.5,2.1875,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,92,13,10,5,75,8/22/2019,30,5,80,30,5,75,0.384615385,0.384615385,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,105,13,0,0,75,9/4/2019,20,0,80,20,0,75,0,0,
Live Oak,30.306,-82.901,2019,311,3,GA06G,Scl3,119,14,0,0,75,9/18/2019,15,5,85,15,5,80,0,0.357142857,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,63,14,70,70,70,7/24/2019,70,70,70,65,65,65,5,4.642857143,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,79,16,50,10,80,8/9/2019,75,25,95,75,30,95,0.625,1.875,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,92,13,10,0,80,8/22/2019,40,0,95,40,0,95,0,0,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,105,13,5,0,80,9/4/2019,35,0,95,35,0,95,0,0,
Live Oak,30.306,-82.901,2019,312,3,GA06G,Scl1,119,14,5,0,80,9/18/2019,15,0,95,15,0,95,0,0,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,44,44,10,10,10,7/5/2019,30,30,30,30,30,30,0.227272727,0.681818182,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,49,5,40,40,50,7/10/2019,55,40,70,50,35,65,8,7,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,63,14,40,15,65,7/24/2019,75,15,85,75,20,85,1.071428571,1.428571429,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,79,16,35,5,70,8/9/2019,60,10,95,60,10,95,0.3125,0.625,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,92,13,5,0,70,8/22/2019,50,0,95,50,0,95,0,0,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,105,13,5,0,70,9/4/2019,60,0,95,60,0,95,0,0,
Live Oak,30.306,-82.901,2019,313,3,GA06G,Grn3,119,14,5,5,75,9/18/2019,85,5,100,85,5,100,0.357142857,0.357142857,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,63,14,5,5,5,7/24/2019,5,5,5,5,5,5,0.357142857,0.357142857,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,79,16,15,10,15,8/9/2019,15,10,15,15,10,15,0.625,0.625,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,92,13,0,0,15,8/22/2019,0,0,15,0,0,15,0,0,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,105,13,0,0,15,9/4/2019,5,5,20,5,5,20,0,0.384615385,
Live Oak,30.306,-82.901,2019,314,3,GA06G,Grn control,119,14,0,0,15,9/18/2019,0,0,20,0,0,20,0,0,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,44,44,25,25,25,7/5/2019,60,60,60,55,55,55,0.568181818,1.25,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,49,5,25,20,45,7/10/2019,55,20,80,55,25,80,4,5,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,63,14,20,10,55,7/24/2019,90,15,95,90,15,95,0.714285714,1.071428571,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,79,16,0,0,55,8/9/2019,65,5,100,65,5,100,0,0.3125,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,92,13,0,0,55,8/22/2019,50,0,100,50,0,100,0,0,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,105,13,5,0,55,9/4/2019,75,0,100,75,0,100,0,0,
Live Oak,30.306,-82.901,2019,315,3,GA06G,Grn2,119,14,25,0,55,9/18/2019,90,0,100,110,0,100,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,63,14,0,0,0,7/24/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,79,16,0,0,0,8/9/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,92,13,0,0,0,8/22/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,105,13,0,0,0,9/4/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,316,3,GA06G,Control,119,14,5,5,5,9/18/2019,15,15,15,15,15,15,0.357142857,1.071428571,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,63,14,60,60,60,7/24/2019,60,60,60,50,50,50,4.285714286,3.571428571,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,79,16,25,5,65,8/9/2019,40,10,70,40,15,65,0.3125,0.9375,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,92,13,0,0,65,8/22/2019,0,0,70,0,0,65,0,0,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,105,13,0,0,65,9/4/2019,0,0,70,0,0,65,0,0,
Live Oak,30.306,-82.901,2019,401,4,TUF297,Scl1,119,14,0,0,65,9/18/2019,0,0,70,0,0,65,0,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,63,14,5,5,5,7/24/2019,5,5,5,0,0,0,0.357142857,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,79,16,0,0,5,8/9/2019,0,0,5,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,92,13,0,0,5,8/22/2019,0,0,5,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,105,13,0,0,5,9/4/2019,0,0,5,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,402,4,TUF297,Scl3,119,14,0,0,5,9/18/2019,0,0,5,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,63,14,0,0,0,7/24/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,79,16,0,0,0,8/9/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,92,13,0,0,0,8/22/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,105,13,0,0,0,9/4/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,403,4,TUF297,Control,119,14,0,0,0,9/18/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,63,14,60,60,60,7/24/2019,60,60,60,45,45,45,4.285714286,3.214285714,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,79,16,0,0,60,8/9/2019,0,0,60,0,0,45,0,0,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,92,13,0,0,60,8/22/2019,0,0,60,0,0,45,0,0,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,105,13,0,0,60,9/4/2019,0,0,60,0,0,45,0,0,
Live Oak,30.306,-82.901,2019,404,4,TUF297,Scl2,119,14,0,0,60,9/18/2019,0,0,60,0,0,45,0,0,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,44,44,5,5,5,7/5/2019,15,15,15,15,15,15,0.113636364,0.340909091,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,49,5,0,0,5,7/10/2019,0,0,15,0,0,15,0,0,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,63,14,5,5,10,7/24/2019,5,5,20,5,5,20,0.357142857,0.357142857,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,79,16,0,0,10,8/9/2019,0,0,20,0,0,20,0,0,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,92,13,0,0,10,8/22/2019,30,20,40,30,20,40,0,1.538461538,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,105,13,0,0,10,9/4/2019,0,0,40,0,0,40,0,0,
Live Oak,30.306,-82.901,2019,405,4,TUF297,Grn3,119,14,0,0,10,9/18/2019,10,0,40,10,0,40,0,0,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,44,44,15,15,15,7/5/2019,20,20,20,20,20,20,0.340909091,0.454545455,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,49,5,0,0,15,7/10/2019,0,0,20,0,0,20,0,0,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,63,14,15,10,25,7/24/2019,15,10,30,10,5,25,0.714285714,0.357142857,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,79,16,45,35,60,8/9/2019,45,30,60,45,35,60,2.1875,2.1875,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,92,13,0,0,60,8/22/2019,15,5,65,15,5,65,0,0.384615385,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,105,13,10,0,60,9/4/2019,45,15,80,45,15,80,0,1.153846154,
Live Oak,30.306,-82.901,2019,406,4,TUF297,Grn2,119,14,0,0,60,9/18/2019,0,0,80,0,0,80,0,0,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,44,44,5,5,5,7/5/2019,5,5,5,5,5,5,0.113636364,0.113636364,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,49,5,25,25,30,7/10/2019,25,25,30,0,0,5,5,0,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,63,14,45,30,60,7/24/2019,50,30,60,50,50,55,2.142857143,3.571428571,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,79,16,0,0,60,8/9/2019,30,15,75,30,15,70,0,0.9375,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,92,13,0,0,60,8/22/2019,0,0,75,0,0,70,0,0,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,105,13,0,0,60,9/4/2019,25,5,80,25,10,80,0,0.769230769,
Live Oak,30.306,-82.901,2019,407,4,TUF297,Grn1,119,14,5,5,65,9/18/2019,25,0,80,25,0,80,0.357142857,0,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,63,14,50,50,50,7/24/2019,50,50,50,25,25,25,3.571428571,1.785714286,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,79,16,15,10,60,8/9/2019,20,10,60,20,15,40,0.625,0.9375,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,92,13,0,0,60,8/22/2019,0,0,60,0,0,40,0,0,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,105,13,5,0,60,9/4/2019,20,10,70,20,15,55,0,1.153846154,
Live Oak,30.306,-82.901,2019,408,4,TUF297,Grn control,119,14,0,0,60,9/18/2019,0,0,70,0,0,55,0,0,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,63,14,60,60,60,7/24/2019,60,60,60,55,55,55,4.285714286,3.928571429,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,79,16,0,0,60,8/9/2019,60,10,70,60,10,65,0,0.625,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,92,13,0,0,60,8/22/2019,45,10,80,45,10,75,0,0.769230769,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,105,13,20,10,70,9/4/2019,35,5,85,35,5,80,0.769230769,0.384615385,
Live Oak,30.306,-82.901,2019,409,4,GA06G,Grn1,119,14,0,0,70,9/18/2019,25,0,85,25,0,80,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,44,44,0,0,0,7/5/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,49,5,0,0,0,7/10/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,63,14,0,0,0,7/24/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,79,16,0,0,0,8/9/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,92,13,0,0,0,8/22/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,105,13,0,0,0,9/4/2019,0,0,0,0,0,0,0,0,
Live Oak,30.306,-82.901,2019,410,4,GA06G,Scl3,119,14,0,0,0,9/18/2019,0,0,0,0,0,0,0,0,
